host,issue_id,severity,issue,finding,remediation
18.108.102.20,VULN-09527,HIGH,open_port,Misconfig found,Fix config
144.126.5.113,VULN-09528,MEDIUM,open_port,Misconfig found,Fix config
128.41.216.220,VULN-09529,CRITICAL,weak_cipher,Open port exposed,Apply patch
201.122.162.179,VULN-09530,LOW,weak_cipher,Misconfig found,Fix config
189.71.95.65,VULN-09531,CRITICAL,weak_cipher,Weak cipher detected,Restrict port
19.100.103.225,VULN-09532,MEDIUM,weak_cipher,Misconfig found,Restrict port
52.207.198.46,VULN-09533,MEDIUM,open_port,Misconfig found,Restrict port
234.213.253.190,VULN-09534,MEDIUM,weak_cipher,Open port exposed,Apply patch
114.169.120.237,VULN-09535,MEDIUM,config_issue,Open port exposed,Fix config
6.178.205.210,VULN-09536,MEDIUM,weak_cipher,Misconfig found,Apply patch
16.150.105.219,VULN-09537,HIGH,weak_cipher,Misconfig found,Fix config
98.60.222.119,VULN-09538,HIGH,weak_cipher,Misconfig found,Apply patch
252.231.137.81,VULN-09539,HIGH,open_port,Open port exposed,Fix config
167.103.10.168,VULN-09540,CRITICAL,config_issue,Weak cipher detected,Fix config
54.83.138.128,VULN-09541,HIGH,weak_cipher,Weak cipher detected,Fix config
121.193.11.52,VULN-09542,MEDIUM,weak_cipher,Open port exposed,Restrict port
4.36.236.210,VULN-09543,LOW,open_port,Open port exposed,Apply patch
184.197.20.162,VULN-09544,CRITICAL,weak_cipher,Open port exposed,Fix config
12.62.167.92,VULN-09545,HIGH,weak_cipher,Weak cipher detected,Apply patch
141.132.194.171,VULN-09546,LOW,config_issue,Open port exposed,Apply patch
160.41.66.226,VULN-09547,HIGH,open_port,Misconfig found,Fix config
169.83.180.76,VULN-09548,HIGH,open_port,Weak cipher detected,Apply patch
140.246.81.222,VULN-09549,MEDIUM,open_port,Misconfig found,Restrict port
253.189.94.58,VULN-09550,HIGH,weak_cipher,Misconfig found,Fix config
58.127.174.147,VULN-09551,MEDIUM,weak_cipher,Weak cipher detected,Apply patch
94.42.244.229,VULN-09552,LOW,config_issue,Open port exposed,Restrict port
3.89.197.254,VULN-09553,CRITICAL,open_port,Open port exposed,Fix config
135.120.21.54,VULN-09554,CRITICAL,open_port,Open port exposed,Restrict port
127.94.210.242,VULN-09555,CRITICAL,open_port,Open port exposed,Apply patch
118.56.18.202,VULN-09556,HIGH,config_issue,Misconfig found,Fix config
91.36.205.107,VULN-09557,MEDIUM,config_issue,Open port exposed,Fix config
196.229.19.191,VULN-09558,LOW,open_port,Open port exposed,Apply patch
164.88.59.251,VULN-09559,LOW,open_port,Weak cipher detected,Fix config
7.36.203.181,VULN-09560,MEDIUM,open_port,Misconfig found,Restrict port
131.153.190.175,VULN-09561,LOW,open_port,Misconfig found,Apply patch
195.138.207.242,VULN-09562,CRITICAL,config_issue,Misconfig found,Fix config
193.2.10.204,VULN-09563,LOW,open_port,Misconfig found,Fix config
155.57.138.143,VULN-09564,HIGH,open_port,Open port exposed,Restrict port
36.49.78.49,VULN-09565,LOW,weak_cipher,Open port exposed,Restrict port
75.222.73.214,VULN-09566,MEDIUM,open_port,Open port exposed,Apply patch
139.134.195.64,VULN-09567,LOW,open_port,Weak cipher detected,Restrict port
164.12.160.96,VULN-09568,CRITICAL,config_issue,Misconfig found,Fix config
175.112.73.117,VULN-09569,MEDIUM,open_port,Misconfig found,Restrict port
153.245.167.200,VULN-09570,CRITICAL,open_port,Open port exposed,Apply patch
66.128.253.134,VULN-09571,MEDIUM,open_port,Weak cipher detected,Restrict port
211.78.77.227,VULN-09572,LOW,config_issue,Misconfig found,Fix config
71.46.141.251,VULN-09573,CRITICAL,config_issue,Misconfig found,Fix config
30.186.230.199,VULN-09574,LOW,config_issue,Weak cipher detected,Restrict port
35.71.175.97,VULN-09575,CRITICAL,open_port,Open port exposed,Apply patch
54.240.92.92,VULN-09576,HIGH,weak_cipher,Misconfig found,Apply patch
81.174.119.61,VULN-09577,LOW,weak_cipher,Misconfig found,Restrict port
16.62.216.204,VULN-09578,LOW,config_issue,Open port exposed,Restrict port
81.218.190.231,VULN-09579,CRITICAL,weak_cipher,Weak cipher detected,Restrict port
76.110.247.216,VULN-09580,HIGH,config_issue,Weak cipher detected,Apply patch
247.136.43.195,VULN-09581,CRITICAL,open_port,Misconfig found,Apply patch
62.123.109.134,VULN-09582,HIGH,weak_cipher,Misconfig found,Apply patch
141.17.171.65,VULN-09583,HIGH,config_issue,Weak cipher detected,Restrict port
116.202.230.74,VULN-09584,HIGH,open_port,Weak cipher detected,Restrict port
187.229.35.171,VULN-09585,LOW,open_port,Misconfig found,Restrict port
63.70.231.131,VULN-09586,LOW,open_port,Misconfig found,Fix config
99.144.39.217,VULN-09587,CRITICAL,open_port,Weak cipher detected,Restrict port
231.208.177.1,VULN-09588,MEDIUM,weak_cipher,Weak cipher detected,Fix config
36.179.185.205,VULN-09589,LOW,open_port,Weak cipher detected,Apply patch
213.8.94.101,VULN-09590,MEDIUM,weak_cipher,Misconfig found,Fix config
100.253.22.36,VULN-09591,LOW,open_port,Weak cipher detected,Fix config
111.250.158.174,VULN-09592,CRITICAL,open_port,Open port exposed,Fix config
130.245.86.113,VULN-09593,LOW,open_port,Misconfig found,Fix config
35.119.154.110,VULN-09594,CRITICAL,weak_cipher,Misconfig found,Restrict port
236.253.158.122,VULN-09595,HIGH,config_issue,Open port exposed,Restrict port
230.214.169.14,VULN-09596,LOW,weak_cipher,Open port exposed,Restrict port
151.98.40.148,VULN-09597,LOW,config_issue,Open port exposed,Fix config
35.179.188.58,VULN-09598,LOW,weak_cipher,Misconfig found,Fix config
32.220.205.122,VULN-09599,CRITICAL,config_issue,Misconfig found,Restrict port
241.29.173.38,VULN-09600,HIGH,weak_cipher,Misconfig found,Apply patch
211.222.244.181,VULN-09601,CRITICAL,weak_cipher,Open port exposed,Fix config
144.219.171.159,VULN-09602,LOW,weak_cipher,Weak cipher detected,Apply patch
226.203.86.202,VULN-09603,MEDIUM,open_port,Weak cipher detected,Apply patch
86.228.248.121,VULN-09604,LOW,open_port,Weak cipher detected,Restrict port
187.178.65.71,VULN-09605,CRITICAL,open_port,Weak cipher detected,Fix config
80.197.87.113,VULN-09606,LOW,weak_cipher,Misconfig found,Apply patch
231.216.93.175,VULN-09607,LOW,config_issue,Weak cipher detected,Apply patch
126.193.4.106,VULN-09608,CRITICAL,weak_cipher,Misconfig found,Restrict port
215.45.253.85,VULN-09609,HIGH,open_port,Misconfig found,Fix config
6.129.92.204,VULN-09610,CRITICAL,config_issue,Weak cipher detected,Apply patch
47.16.109.132,VULN-09611,LOW,weak_cipher,Open port exposed,Fix config
14.133.222.2,VULN-09612,MEDIUM,open_port,Misconfig found,Fix config
196.48.133.122,VULN-09613,CRITICAL,open_port,Weak cipher detected,Restrict port
130.50.119.230,VULN-09614,LOW,weak_cipher,Weak cipher detected,Fix config
100.244.98.114,VULN-09615,HIGH,open_port,Open port exposed,Apply patch
152.186.2.134,VULN-09616,MEDIUM,config_issue,Open port exposed,Fix config
86.221.190.83,VULN-09617,LOW,weak_cipher,Open port exposed,Restrict port
32.85.57.11,VULN-09618,LOW,weak_cipher,Weak cipher detected,Apply patch
219.251.85.136,VULN-09619,LOW,weak_cipher,Weak cipher detected,Fix config
77.141.44.152,VULN-09620,CRITICAL,config_issue,Weak cipher detected,Apply patch
150.26.83.88,VULN-09621,LOW,config_issue,Misconfig found,Restrict port
161.51.3.119,VULN-09622,CRITICAL,open_port,Misconfig found,Fix config
20.247.88.107,VULN-09623,HIGH,open_port,Weak cipher detected,Apply patch
73.194.155.43,VULN-09624,MEDIUM,config_issue,Weak cipher detected,Apply patch
101.226.159.152,VULN-09625,HIGH,open_port,Misconfig found,Fix config
58.2.14.96,VULN-09626,HIGH,config_issue,Open port exposed,Fix config
36.89.125.123,VULN-09627,LOW,open_port,Misconfig found,Fix config
68.25.4.98,VULN-09628,MEDIUM,weak_cipher,Open port exposed,Fix config
118.120.169.230,VULN-09629,CRITICAL,config_issue,Weak cipher detected,Fix config
236.70.135.78,VULN-09630,HIGH,config_issue,Weak cipher detected,Fix config
156.6.216.156,VULN-09631,MEDIUM,weak_cipher,Open port exposed,Restrict port
28.243.15.7,VULN-09632,MEDIUM,open_port,Misconfig found,Apply patch
82.227.107.44,VULN-09633,HIGH,config_issue,Weak cipher detected,Restrict port
170.138.68.117,VULN-09634,LOW,weak_cipher,Open port exposed,Apply patch
163.245.181.227,VULN-09635,CRITICAL,open_port,Open port exposed,Apply patch
114.217.225.68,VULN-09636,HIGH,weak_cipher,Open port exposed,Fix config
45.34.247.95,VULN-09637,CRITICAL,config_issue,Weak cipher detected,Restrict port
241.162.113.192,VULN-09638,MEDIUM,config_issue,Open port exposed,Restrict port
151.185.168.94,VULN-09639,LOW,weak_cipher,Open port exposed,Apply patch
137.254.227.212,VULN-09640,LOW,config_issue,Misconfig found,Fix config
106.16.186.14,VULN-09641,HIGH,open_port,Misconfig found,Fix config
31.85.254.81,VULN-09642,CRITICAL,open_port,Weak cipher detected,Restrict port
237.51.169.103,VULN-09643,CRITICAL,open_port,Open port exposed,Apply patch
45.196.50.175,VULN-09644,HIGH,open_port,Weak cipher detected,Apply patch
176.110.141.233,VULN-09645,MEDIUM,open_port,Weak cipher detected,Fix config
145.157.57.152,VULN-09646,CRITICAL,config_issue,Misconfig found,Fix config
31.174.84.46,VULN-09647,MEDIUM,weak_cipher,Open port exposed,Apply patch
179.67.193.73,VULN-09648,LOW,weak_cipher,Misconfig found,Restrict port
125.88.99.228,VULN-09649,CRITICAL,config_issue,Weak cipher detected,Fix config
6.141.7.249,VULN-09650,LOW,open_port,Open port exposed,Apply patch
13.147.93.56,VULN-09651,MEDIUM,config_issue,Misconfig found,Fix config
253.205.10.100,VULN-09652,MEDIUM,weak_cipher,Open port exposed,Restrict port
238.72.47.238,VULN-09653,HIGH,weak_cipher,Weak cipher detected,Fix config
65.213.221.192,VULN-09654,MEDIUM,weak_cipher,Open port exposed,Apply patch
175.8.85.55,VULN-09655,CRITICAL,config_issue,Weak cipher detected,Apply patch
143.220.51.86,VULN-09656,MEDIUM,config_issue,Misconfig found,Fix config
2.230.6.7,VULN-09657,HIGH,weak_cipher,Weak cipher detected,Apply patch
226.245.162.175,VULN-09658,HIGH,weak_cipher,Open port exposed,Restrict port
153.80.93.48,VULN-09659,HIGH,weak_cipher,Misconfig found,Apply patch
11.97.129.16,VULN-09660,LOW,open_port,Weak cipher detected,Restrict port
154.22.193.66,VULN-09661,CRITICAL,config_issue,Weak cipher detected,Apply patch
88.89.124.52,VULN-09662,CRITICAL,config_issue,Open port exposed,Fix config
112.39.54.213,VULN-09663,HIGH,config_issue,Weak cipher detected,Fix config
153.46.52.170,VULN-09664,MEDIUM,open_port,Open port exposed,Restrict port
212.6.207.199,VULN-09665,HIGH,weak_cipher,Misconfig found,Fix config
238.90.125.63,VULN-09666,HIGH,config_issue,Misconfig found,Apply patch
20.121.90.121,VULN-09667,LOW,open_port,Open port exposed,Restrict port
51.135.176.194,VULN-09668,CRITICAL,weak_cipher,Misconfig found,Fix config
90.165.231.107,VULN-09669,LOW,open_port,Weak cipher detected,Apply patch
232.182.184.164,VULN-09670,LOW,open_port,Open port exposed,Fix config
205.146.100.18,VULN-09671,HIGH,config_issue,Misconfig found,Restrict port
58.122.31.225,VULN-09672,LOW,weak_cipher,Open port exposed,Apply patch
82.33.216.5,VULN-09673,HIGH,config_issue,Weak cipher detected,Restrict port
42.118.239.132,VULN-09674,HIGH,config_issue,Misconfig found,Apply patch
37.250.134.227,VULN-09675,CRITICAL,weak_cipher,Open port exposed,Apply patch
166.87.78.77,VULN-09676,MEDIUM,weak_cipher,Misconfig found,Apply patch
167.28.127.12,VULN-09677,LOW,config_issue,Open port exposed,Fix config
25.239.58.26,VULN-09678,LOW,config_issue,Weak cipher detected,Fix config
57.138.49.214,VULN-09679,LOW,config_issue,Open port exposed,Restrict port
102.70.165.178,VULN-09680,HIGH,weak_cipher,Open port exposed,Restrict port
170.31.102.181,VULN-09681,LOW,weak_cipher,Weak cipher detected,Fix config
15.114.19.2,VULN-09682,CRITICAL,weak_cipher,Weak cipher detected,Apply patch
32.138.126.148,VULN-09683,CRITICAL,open_port,Misconfig found,Apply patch
28.147.163.237,VULN-09684,MEDIUM,open_port,Open port exposed,Apply patch
35.253.254.173,VULN-09685,MEDIUM,config_issue,Weak cipher detected,Apply patch
127.76.26.95,VULN-09686,LOW,config_issue,Misconfig found,Apply patch
91.103.157.114,VULN-09687,HIGH,open_port,Misconfig found,Restrict port
232.146.254.4,VULN-09688,LOW,weak_cipher,Open port exposed,Restrict port
174.130.100.28,VULN-09689,LOW,open_port,Misconfig found,Restrict port
144.154.108.96,VULN-09690,LOW,config_issue,Misconfig found,Fix config
30.161.231.82,VULN-09691,HIGH,config_issue,Misconfig found,Restrict port
165.94.158.19,VULN-09692,MEDIUM,weak_cipher,Misconfig found,Restrict port
98.7.180.55,VULN-09693,CRITICAL,open_port,Weak cipher detected,Restrict port
184.224.122.253,VULN-09694,CRITICAL,config_issue,Weak cipher detected,Restrict port
92.81.119.160,VULN-09695,HIGH,weak_cipher,Misconfig found,Fix config
17.53.33.29,VULN-09696,LOW,weak_cipher,Misconfig found,Apply patch
38.179.39.5,VULN-09697,CRITICAL,config_issue,Weak cipher detected,Apply patch
7.163.201.185,VULN-09698,LOW,weak_cipher,Misconfig found,Restrict port
189.237.80.169,VULN-09699,HIGH,config_issue,Misconfig found,Restrict port
57.244.191.107,VULN-09700,HIGH,weak_cipher,Misconfig found,Fix config
127.151.177.154,VULN-09701,MEDIUM,weak_cipher,Weak cipher detected,Apply patch
186.223.100.101,VULN-09702,HIGH,weak_cipher,Open port exposed,Fix config
241.134.124.196,VULN-09703,CRITICAL,config_issue,Misconfig found,Fix config
58.231.53.206,VULN-09704,MEDIUM,weak_cipher,Open port exposed,Apply patch
30.137.90.155,VULN-09705,HIGH,open_port,Misconfig found,Fix config
38.42.92.213,VULN-09706,MEDIUM,open_port,Weak cipher detected,Restrict port
229.87.229.51,VULN-09707,MEDIUM,open_port,Misconfig found,Fix config
139.35.129.233,VULN-09708,CRITICAL,open_port,Open port exposed,Apply patch
11.246.177.203,VULN-09709,CRITICAL,config_issue,Weak cipher detected,Apply patch
227.236.98.52,VULN-09710,MEDIUM,open_port,Weak cipher detected,Apply patch
152.159.34.193,VULN-09711,LOW,open_port,Misconfig found,Apply patch
148.22.236.119,VULN-09712,HIGH,config_issue,Misconfig found,Restrict port
165.236.31.192,VULN-09713,HIGH,open_port,Open port exposed,Apply patch
140.197.77.246,VULN-09714,LOW,config_issue,Open port exposed,Fix config
233.46.183.247,VULN-09715,CRITICAL,config_issue,Weak cipher detected,Fix config
103.71.82.87,VULN-09716,MEDIUM,config_issue,Weak cipher detected,Restrict port
231.103.104.85,VULN-09717,HIGH,weak_cipher,Misconfig found,Fix config
81.153.144.107,VULN-09718,CRITICAL,open_port,Weak cipher detected,Restrict port
2.171.107.197,VULN-09719,CRITICAL,open_port,Misconfig found,Fix config
248.29.194.175,VULN-09720,MEDIUM,open_port,Misconfig found,Restrict port
112.183.85.201,VULN-09721,LOW,weak_cipher,Misconfig found,Apply patch
64.53.186.229,VULN-09722,LOW,open_port,Open port exposed,Fix config
107.121.252.5,VULN-09723,LOW,weak_cipher,Weak cipher detected,Restrict port
206.123.100.164,VULN-09724,LOW,config_issue,Weak cipher detected,Fix config
73.137.247.141,VULN-09725,HIGH,open_port,Weak cipher detected,Fix config
254.109.138.37,VULN-09726,HIGH,open_port,Weak cipher detected,Restrict port
127.129.74.53,VULN-09727,CRITICAL,open_port,Misconfig found,Restrict port
77.78.213.175,VULN-09728,MEDIUM,config_issue,Open port exposed,Restrict port
198.233.142.154,VULN-09729,MEDIUM,config_issue,Weak cipher detected,Apply patch
12.250.130.194,VULN-09730,CRITICAL,weak_cipher,Weak cipher detected,Apply patch
179.123.35.44,VULN-09731,HIGH,weak_cipher,Open port exposed,Apply patch
216.78.172.217,VULN-09732,LOW,weak_cipher,Open port exposed,Apply patch
44.75.191.55,VULN-09733,HIGH,open_port,Weak cipher detected,Restrict port
124.209.17.205,VULN-09734,LOW,weak_cipher,Misconfig found,Fix config
69.166.99.124,VULN-09735,LOW,open_port,Misconfig found,Fix config
209.60.241.74,VULN-09736,MEDIUM,open_port,Weak cipher detected,Apply patch
203.254.139.209,VULN-09737,LOW,weak_cipher,Open port exposed,Fix config
241.222.94.209,VULN-09738,MEDIUM,weak_cipher,Open port exposed,Apply patch
56.12.215.229,VULN-09739,CRITICAL,open_port,Weak cipher detected,Restrict port
18.133.176.174,VULN-09740,HIGH,config_issue,Open port exposed,Apply patch
253.249.218.197,VULN-09741,HIGH,open_port,Open port exposed,Fix config
200.119.252.190,VULN-09742,LOW,weak_cipher,Misconfig found,Apply patch
157.106.95.102,VULN-09743,LOW,config_issue,Weak cipher detected,Restrict port
223.250.180.98,VULN-09744,CRITICAL,weak_cipher,Open port exposed,Fix config
83.139.198.217,VULN-09745,CRITICAL,open_port,Misconfig found,Fix config
167.93.201.98,VULN-09746,LOW,config_issue,Misconfig found,Restrict port
37.146.190.65,VULN-09747,LOW,open_port,Open port exposed,Restrict port
9.39.141.167,VULN-09748,MEDIUM,config_issue,Open port exposed,Apply patch
156.95.88.210,VULN-09749,CRITICAL,open_port,Open port exposed,Fix config
29.5.36.188,VULN-09750,CRITICAL,config_issue,Weak cipher detected,Restrict port
204.198.54.220,VULN-09751,MEDIUM,weak_cipher,Open port exposed,Fix config
109.217.146.121,VULN-09752,LOW,config_issue,Misconfig found,Restrict port
63.85.244.250,VULN-09753,MEDIUM,weak_cipher,Weak cipher detected,Fix config
241.122.224.30,VULN-09754,HIGH,config_issue,Weak cipher detected,Apply patch
38.31.245.27,VULN-09755,MEDIUM,open_port,Misconfig found,Fix config
63.247.184.83,VULN-09756,CRITICAL,config_issue,Open port exposed,Restrict port
64.71.241.230,VULN-09757,CRITICAL,open_port,Weak cipher detected,Fix config
63.251.211.212,VULN-09758,LOW,open_port,Weak cipher detected,Restrict port
240.30.115.185,VULN-09759,LOW,config_issue,Weak cipher detected,Apply patch
197.132.172.237,VULN-09760,LOW,weak_cipher,Misconfig found,Fix config
51.155.179.122,VULN-09761,LOW,open_port,Misconfig found,Restrict port
196.42.105.79,VULN-09762,HIGH,config_issue,Open port exposed,Restrict port
90.197.109.225,VULN-09763,CRITICAL,config_issue,Open port exposed,Fix config
189.90.83.23,VULN-09764,MEDIUM,open_port,Misconfig found,Fix config
11.125.93.231,VULN-09765,HIGH,config_issue,Weak cipher detected,Restrict port
200.224.68.97,VULN-09766,HIGH,config_issue,Weak cipher detected,Restrict port
136.20.38.43,VULN-09767,HIGH,open_port,Open port exposed,Fix config
137.210.22.203,VULN-09768,MEDIUM,config_issue,Misconfig found,Fix config
13.132.106.158,VULN-09769,HIGH,config_issue,Open port exposed,Apply patch
194.3.49.107,VULN-09770,HIGH,config_issue,Misconfig found,Restrict port
183.95.38.182,VULN-09771,LOW,open_port,Misconfig found,Apply patch
158.241.178.97,VULN-09772,HIGH,open_port,Misconfig found,Fix config
74.151.165.20,VULN-09773,MEDIUM,open_port,Misconfig found,Restrict port
131.87.128.186,VULN-09774,HIGH,config_issue,Open port exposed,Restrict port
211.169.163.25,VULN-09775,CRITICAL,weak_cipher,Weak cipher detected,Fix config
158.95.28.127,VULN-09776,CRITICAL,open_port,Open port exposed,Fix config
213.153.211.105,VULN-09777,CRITICAL,open_port,Weak cipher detected,Apply patch
113.203.135.217,VULN-09778,CRITICAL,open_port,Open port exposed,Apply patch
37.103.188.246,VULN-09779,LOW,config_issue,Open port exposed,Fix config
178.145.178.205,VULN-09780,MEDIUM,config_issue,Misconfig found,Restrict port
70.229.152.181,VULN-09781,MEDIUM,weak_cipher,Open port exposed,Restrict port
243.251.98.244,VULN-09782,HIGH,open_port,Misconfig found,Fix config
158.210.48.44,VULN-09783,CRITICAL,open_port,Weak cipher detected,Fix config
116.125.193.37,VULN-09784,CRITICAL,open_port,Misconfig found,Apply patch
35.15.198.74,VULN-09785,LOW,weak_cipher,Weak cipher detected,Apply patch
126.231.36.33,VULN-09786,CRITICAL,open_port,Open port exposed,Restrict port
7.254.122.134,VULN-09787,CRITICAL,weak_cipher,Open port exposed,Fix config
76.49.95.18,VULN-09788,HIGH,open_port,Weak cipher detected,Fix config
206.67.56.58,VULN-09789,HIGH,open_port,Weak cipher detected,Apply patch
85.2.32.129,VULN-09790,LOW,config_issue,Open port exposed,Fix config
199.127.19.1,VULN-09791,MEDIUM,config_issue,Open port exposed,Restrict port
107.102.29.226,VULN-09792,LOW,config_issue,Open port exposed,Restrict port
171.195.249.29,VULN-09793,MEDIUM,weak_cipher,Misconfig found,Fix config
227.175.124.212,VULN-09794,MEDIUM,config_issue,Misconfig found,Fix config
205.46.16.32,VULN-09795,HIGH,config_issue,Weak cipher detected,Restrict port
138.99.40.164,VULN-09796,HIGH,open_port,Misconfig found,Apply patch
33.230.77.218,VULN-09797,CRITICAL,weak_cipher,Weak cipher detected,Apply patch
122.205.202.208,VULN-09798,LOW,open_port,Open port exposed,Fix config
118.225.207.221,VULN-09799,LOW,open_port,Open port exposed,Restrict port
17.15.144.128,VULN-09800,LOW,weak_cipher,Open port exposed,Restrict port
48.110.59.60,VULN-09801,CRITICAL,weak_cipher,Misconfig found,Apply patch
211.152.171.75,VULN-09802,HIGH,config_issue,Weak cipher detected,Fix config
142.1.145.198,VULN-09803,HIGH,config_issue,Misconfig found,Apply patch
43.41.160.110,VULN-09804,CRITICAL,weak_cipher,Weak cipher detected,Fix config
180.120.155.19,VULN-09805,MEDIUM,config_issue,Weak cipher detected,Apply patch
149.221.65.179,VULN-09806,LOW,open_port,Open port exposed,Fix config
25.216.114.167,VULN-09807,HIGH,weak_cipher,Open port exposed,Apply patch
26.153.88.139,VULN-09808,CRITICAL,weak_cipher,Weak cipher detected,Fix config
89.172.243.6,VULN-09809,CRITICAL,config_issue,Open port exposed,Restrict port
121.34.87.234,VULN-09810,LOW,open_port,Open port exposed,Restrict port
232.142.240.210,VULN-09811,LOW,open_port,Open port exposed,Apply patch
223.46.133.200,VULN-09812,CRITICAL,weak_cipher,Weak cipher detected,Fix config
169.190.70.249,VULN-09813,HIGH,weak_cipher,Weak cipher detected,Apply patch
115.40.118.208,VULN-09814,LOW,open_port,Weak cipher detected,Apply patch
213.46.114.178,VULN-09815,CRITICAL,config_issue,Weak cipher detected,Apply patch
79.220.143.126,VULN-09816,CRITICAL,weak_cipher,Weak cipher detected,Restrict port
88.246.177.40,VULN-09817,CRITICAL,config_issue,Open port exposed,Apply patch
125.15.202.74,VULN-09818,MEDIUM,weak_cipher,Weak cipher detected,Fix config
249.58.3.153,VULN-09819,HIGH,config_issue,Misconfig found,Fix config
218.211.189.13,VULN-09820,MEDIUM,weak_cipher,Weak cipher detected,Restrict port
215.116.231.149,VULN-09821,HIGH,config_issue,Weak cipher detected,Fix config
5.2.135.70,VULN-09822,HIGH,config_issue,Open port exposed,Restrict port
180.19.177.146,VULN-09823,MEDIUM,open_port,Open port exposed,Apply patch
10.89.79.51,VULN-09824,HIGH,weak_cipher,Open port exposed,Restrict port
123.2.174.148,VULN-09825,LOW,weak_cipher,Open port exposed,Fix config
13.94.215.96,VULN-09826,CRITICAL,weak_cipher,Open port exposed,Apply patch
195.167.106.6,VULN-09827,MEDIUM,open_port,Open port exposed,Fix config
127.222.36.120,VULN-09828,MEDIUM,weak_cipher,Misconfig found,Fix config
189.216.31.201,VULN-09829,CRITICAL,config_issue,Weak cipher detected,Fix config
129.183.192.21,VULN-09830,CRITICAL,open_port,Weak cipher detected,Restrict port
250.218.26.180,VULN-09831,CRITICAL,weak_cipher,Weak cipher detected,Apply patch
145.134.252.214,VULN-09832,CRITICAL,weak_cipher,Open port exposed,Apply patch
244.226.198.142,VULN-09833,CRITICAL,open_port,Misconfig found,Fix config
181.6.103.217,VULN-09834,HIGH,config_issue,Weak cipher detected,Restrict port
232.152.250.191,VULN-09835,CRITICAL,config_issue,Weak cipher detected,Apply patch
9.245.76.108,VULN-09836,CRITICAL,config_issue,Weak cipher detected,Restrict port
94.236.199.227,VULN-09837,LOW,config_issue,Misconfig found,Fix config
2.237.245.233,VULN-09838,MEDIUM,weak_cipher,Weak cipher detected,Apply patch
41.34.69.227,VULN-09839,CRITICAL,config_issue,Weak cipher detected,Fix config
154.197.237.235,VULN-09840,HIGH,open_port,Misconfig found,Apply patch
66.113.171.205,VULN-09841,LOW,weak_cipher,Open port exposed,Apply patch
225.230.189.15,VULN-09842,MEDIUM,config_issue,Open port exposed,Restrict port
14.146.252.28,VULN-09843,LOW,open_port,Open port exposed,Fix config
36.113.114.244,VULN-09844,LOW,config_issue,Misconfig found,Apply patch
77.69.27.20,VULN-09845,HIGH,weak_cipher,Open port exposed,Restrict port
126.249.81.194,VULN-09846,HIGH,weak_cipher,Weak cipher detected,Fix config
101.5.57.184,VULN-09847,LOW,weak_cipher,Misconfig found,Restrict port
56.82.95.6,VULN-09848,LOW,weak_cipher,Misconfig found,Apply patch
53.59.36.188,VULN-09849,LOW,weak_cipher,Open port exposed,Apply patch
235.66.248.83,VULN-09850,LOW,open_port,Open port exposed,Fix config
83.132.220.248,VULN-09851,CRITICAL,weak_cipher,Open port exposed,Apply patch
143.55.37.222,VULN-09852,MEDIUM,weak_cipher,Misconfig found,Apply patch
161.153.7.143,VULN-09853,CRITICAL,weak_cipher,Weak cipher detected,Fix config
218.123.177.60,VULN-09854,MEDIUM,weak_cipher,Open port exposed,Apply patch
160.101.230.126,VULN-09855,LOW,config_issue,Misconfig found,Apply patch
91.87.49.165,VULN-09856,HIGH,config_issue,Open port exposed,Apply patch
74.189.183.243,VULN-09857,CRITICAL,weak_cipher,Weak cipher detected,Fix config
201.160.148.42,VULN-09858,LOW,weak_cipher,Weak cipher detected,Fix config
99.219.116.60,VULN-09859,CRITICAL,open_port,Weak cipher detected,Apply patch
203.173.78.217,VULN-09860,CRITICAL,weak_cipher,Open port exposed,Apply patch
65.242.76.125,VULN-09861,LOW,config_issue,Weak cipher detected,Fix config
90.17.160.1,VULN-09862,HIGH,open_port,Misconfig found,Apply patch
124.133.25.171,VULN-09863,CRITICAL,open_port,Open port exposed,Restrict port
123.70.34.229,VULN-09864,LOW,open_port,Open port exposed,Fix config
204.43.164.24,VULN-09865,MEDIUM,open_port,Weak cipher detected,Fix config
39.118.130.217,VULN-09866,LOW,weak_cipher,Weak cipher detected,Restrict port
50.109.30.243,VULN-09867,HIGH,weak_cipher,Weak cipher detected,Apply patch
38.246.128.72,VULN-09868,MEDIUM,open_port,Open port exposed,Apply patch
202.16.195.12,VULN-09869,HIGH,weak_cipher,Misconfig found,Restrict port
220.227.93.220,VULN-09870,MEDIUM,open_port,Weak cipher detected,Restrict port
42.217.193.240,VULN-09871,MEDIUM,weak_cipher,Misconfig found,Apply patch
190.215.192.151,VULN-09872,LOW,open_port,Weak cipher detected,Restrict port
199.251.200.253,VULN-09873,LOW,config_issue,Weak cipher detected,Restrict port
251.101.236.249,VULN-09874,HIGH,weak_cipher,Misconfig found,Restrict port
157.122.96.8,VULN-09875,CRITICAL,weak_cipher,Weak cipher detected,Restrict port
30.163.252.178,VULN-09876,LOW,weak_cipher,Open port exposed,Restrict port
12.224.119.16,VULN-09877,MEDIUM,open_port,Open port exposed,Fix config
252.93.105.127,VULN-09878,CRITICAL,open_port,Misconfig found,Restrict port
253.90.34.27,VULN-09879,LOW,weak_cipher,Weak cipher detected,Apply patch
211.93.138.70,VULN-09880,MEDIUM,config_issue,Weak cipher detected,Fix config
13.207.226.74,VULN-09881,LOW,config_issue,Open port exposed,Restrict port
