host,policy_id,standard,status,detail
190.169.83.127,P-4077,NIST-CSF,PASS,MFA enabled
179.96.5.100,P-4078,SOC2,PASS,SSH root disabled
77.85.25.148,P-4079,SOC2,PASS,TLS>=1.2 enforced
130.197.210.79,P-4080,NIST-CSF,FAIL,SSH root disabled
99.188.248.173,P-4081,SOC2,FAIL,MFA enabled
64.92.173.144,P-4082,NIST-CSF,PASS,TLS>=1.2 enforced
122.218.248.98,P-4083,NIST-CSF,FAIL,TLS>=1.2 enforced
58.20.10.99,P-4084,ISO27001,FAIL,MFA enabled
215.62.37.83,P-4085,SOC2,PASS,MFA enabled
94.225.87.208,P-4086,SOC2,FAIL,MFA enabled
81.168.16.121,P-4087,ISO27001,PASS,SSH root disabled
155.171.41.229,P-4088,ISO27001,PASS,MFA enabled
45.161.120.67,P-4089,NIST-CSF,FAIL,TLS>=1.2 enforced
104.154.188.150,P-4090,SOC2,PASS,SSH root disabled
100.139.194.150,P-4091,SOC2,FAIL,MFA enabled
83.186.9.210,P-4092,ISO27001,FAIL,TLS>=1.2 enforced
168.95.59.41,P-4093,NIST-CSF,FAIL,MFA enabled
23.229.78.15,P-4094,ISO27001,PASS,SSH root disabled
45.40.251.139,P-4095,SOC2,PASS,MFA enabled
72.98.127.182,P-4096,NIST-CSF,PASS,TLS>=1.2 enforced
98.105.220.96,P-4097,ISO27001,PASS,SSH root disabled
166.250.105.1,P-4098,NIST-CSF,PASS,TLS>=1.2 enforced
190.58.162.98,P-4099,ISO27001,PASS,MFA enabled
160.206.11.175,P-4100,ISO27001,FAIL,MFA enabled
16.21.47.126,P-4101,NIST-CSF,PASS,SSH root disabled
99.23.167.252,P-4102,ISO27001,FAIL,MFA enabled
93.131.144.44,P-4103,NIST-CSF,FAIL,TLS>=1.2 enforced
39.57.160.17,P-4104,ISO27001,FAIL,MFA enabled
154.115.245.206,P-4105,SOC2,PASS,TLS>=1.2 enforced
200.119.89.57,P-4106,SOC2,FAIL,TLS>=1.2 enforced
111.185.44.242,P-4107,NIST-CSF,FAIL,SSH root disabled
116.63.186.79,P-4108,SOC2,PASS,MFA enabled
134.14.1.107,P-4109,NIST-CSF,PASS,MFA enabled
157.48.242.103,P-4110,SOC2,PASS,MFA enabled
198.176.64.23,P-4111,SOC2,FAIL,SSH root disabled
113.103.215.47,P-4112,NIST-CSF,FAIL,SSH root disabled
215.167.34.30,P-4113,NIST-CSF,FAIL,MFA enabled
79.189.20.87,P-4114,ISO27001,FAIL,MFA enabled
117.98.75.218,P-4115,NIST-CSF,FAIL,TLS>=1.2 enforced
70.74.67.123,P-4116,SOC2,PASS,MFA enabled
101.68.113.10,P-4117,NIST-CSF,PASS,SSH root disabled
10.119.190.6,P-4118,ISO27001,FAIL,TLS>=1.2 enforced
248.252.99.138,P-4119,SOC2,FAIL,SSH root disabled
212.193.201.133,P-4120,NIST-CSF,FAIL,SSH root disabled
65.180.54.124,P-4121,SOC2,PASS,TLS>=1.2 enforced
139.152.180.136,P-4122,SOC2,FAIL,MFA enabled
8.59.100.25,P-4123,SOC2,PASS,MFA enabled
52.236.122.56,P-4124,NIST-CSF,FAIL,SSH root disabled
252.57.118.169,P-4125,ISO27001,PASS,TLS>=1.2 enforced
166.248.16.64,P-4126,ISO27001,PASS,SSH root disabled
32.152.120.122,P-4127,SOC2,PASS,TLS>=1.2 enforced
73.199.66.242,P-4128,SOC2,PASS,TLS>=1.2 enforced
41.243.189.5,P-4129,NIST-CSF,FAIL,MFA enabled
114.62.232.155,P-4130,ISO27001,FAIL,MFA enabled
24.208.129.25,P-4131,NIST-CSF,PASS,MFA enabled
160.198.130.98,P-4132,SOC2,PASS,SSH root disabled
100.231.24.164,P-4133,NIST-CSF,PASS,TLS>=1.2 enforced
197.243.240.201,P-4134,SOC2,FAIL,MFA enabled
216.170.78.174,P-4135,SOC2,PASS,TLS>=1.2 enforced
217.227.73.216,P-4136,ISO27001,FAIL,TLS>=1.2 enforced
132.118.89.226,P-4137,SOC2,PASS,SSH root disabled
208.98.26.200,P-4138,NIST-CSF,PASS,MFA enabled
38.176.155.74,P-4139,SOC2,PASS,MFA enabled
63.253.157.84,P-4140,ISO27001,FAIL,MFA enabled
38.3.236.220,P-4141,NIST-CSF,PASS,SSH root disabled
152.145.200.240,P-4142,SOC2,FAIL,MFA enabled
4.200.241.61,P-4143,ISO27001,PASS,MFA enabled
105.178.221.153,P-4144,SOC2,FAIL,TLS>=1.2 enforced
191.66.138.225,P-4145,ISO27001,PASS,SSH root disabled
248.93.211.180,P-4146,ISO27001,FAIL,SSH root disabled
58.137.244.16,P-4147,NIST-CSF,PASS,TLS>=1.2 enforced
123.210.247.126,P-4148,ISO27001,FAIL,MFA enabled
216.239.185.192,P-4149,ISO27001,PASS,TLS>=1.2 enforced
145.80.17.101,P-4150,NIST-CSF,FAIL,TLS>=1.2 enforced
88.169.1.9,P-4151,SOC2,FAIL,TLS>=1.2 enforced
54.60.229.69,P-4152,ISO27001,FAIL,SSH root disabled
171.21.52.170,P-4153,NIST-CSF,PASS,MFA enabled
187.113.14.87,P-4154,SOC2,FAIL,TLS>=1.2 enforced
12.68.183.134,P-4155,NIST-CSF,PASS,TLS>=1.2 enforced
87.84.237.118,P-4156,NIST-CSF,PASS,MFA enabled
167.51.73.20,P-4157,ISO27001,FAIL,MFA enabled
180.12.28.106,P-4158,SOC2,PASS,SSH root disabled
5.154.21.112,P-4159,NIST-CSF,FAIL,SSH root disabled
180.139.206.48,P-4160,NIST-CSF,PASS,SSH root disabled
36.248.182.118,P-4161,NIST-CSF,PASS,TLS>=1.2 enforced
120.161.204.83,P-4162,SOC2,FAIL,TLS>=1.2 enforced
157.181.180.13,P-4163,ISO27001,FAIL,MFA enabled
31.125.22.227,P-4164,NIST-CSF,PASS,SSH root disabled
171.237.39.95,P-4165,NIST-CSF,PASS,MFA enabled
194.123.75.213,P-4166,SOC2,PASS,TLS>=1.2 enforced
13.199.149.60,P-4167,ISO27001,PASS,MFA enabled
228.22.17.43,P-4168,ISO27001,PASS,MFA enabled
224.49.199.15,P-4169,ISO27001,FAIL,TLS>=1.2 enforced
110.110.227.12,P-4170,NIST-CSF,PASS,TLS>=1.2 enforced
141.121.171.42,P-4171,SOC2,FAIL,TLS>=1.2 enforced
203.12.198.182,P-4172,SOC2,FAIL,MFA enabled
102.161.29.194,P-4173,NIST-CSF,PASS,SSH root disabled
206.107.49.220,P-4174,ISO27001,FAIL,SSH root disabled
161.153.217.32,P-4175,SOC2,PASS,MFA enabled
120.159.175.148,P-4176,NIST-CSF,FAIL,SSH root disabled
91.68.167.240,P-4177,ISO27001,FAIL,TLS>=1.2 enforced
183.172.89.64,P-4178,ISO27001,FAIL,MFA enabled
220.177.13.105,P-4179,ISO27001,FAIL,SSH root disabled
56.92.213.113,P-4180,SOC2,PASS,SSH root disabled
192.31.94.199,P-4181,NIST-CSF,PASS,MFA enabled
142.81.44.169,P-4182,NIST-CSF,PASS,SSH root disabled
240.10.247.162,P-4183,NIST-CSF,PASS,SSH root disabled
14.252.51.224,P-4184,SOC2,FAIL,MFA enabled
40.57.5.97,P-4185,NIST-CSF,PASS,MFA enabled
29.9.76.15,P-4186,NIST-CSF,PASS,SSH root disabled
40.6.180.120,P-4187,ISO27001,FAIL,MFA enabled
156.63.4.142,P-4188,SOC2,FAIL,MFA enabled
165.33.58.191,P-4189,NIST-CSF,PASS,SSH root disabled
89.203.113.97,P-4190,NIST-CSF,FAIL,MFA enabled
254.249.192.136,P-4191,ISO27001,FAIL,SSH root disabled
241.47.7.73,P-4192,NIST-CSF,FAIL,TLS>=1.2 enforced
191.126.39.135,P-4193,NIST-CSF,FAIL,TLS>=1.2 enforced
131.218.95.144,P-4194,NIST-CSF,FAIL,SSH root disabled
125.41.87.240,P-4195,ISO27001,FAIL,SSH root disabled
54.111.211.243,P-4196,SOC2,FAIL,MFA enabled
12.224.77.107,P-4197,NIST-CSF,PASS,TLS>=1.2 enforced
200.212.119.18,P-4198,SOC2,PASS,MFA enabled
97.21.54.62,P-4199,NIST-CSF,PASS,MFA enabled
184.110.154.1,P-4200,NIST-CSF,FAIL,TLS>=1.2 enforced
140.138.198.43,P-4201,SOC2,PASS,TLS>=1.2 enforced
124.153.230.203,P-4202,ISO27001,FAIL,MFA enabled
114.221.6.96,P-4203,NIST-CSF,FAIL,SSH root disabled
119.15.128.76,P-4204,SOC2,FAIL,MFA enabled
254.210.249.223,P-4205,NIST-CSF,FAIL,TLS>=1.2 enforced
128.112.224.232,P-4206,NIST-CSF,PASS,MFA enabled
189.131.137.21,P-4207,SOC2,FAIL,MFA enabled
96.249.167.241,P-4208,ISO27001,PASS,TLS>=1.2 enforced
56.33.216.177,P-4209,NIST-CSF,PASS,MFA enabled
158.20.52.245,P-4210,ISO27001,PASS,SSH root disabled
246.16.133.110,P-4211,SOC2,PASS,MFA enabled
166.9.196.31,P-4212,ISO27001,FAIL,SSH root disabled
87.209.170.253,P-4213,ISO27001,PASS,MFA enabled
26.181.210.206,P-4214,SOC2,FAIL,TLS>=1.2 enforced
37.12.153.228,P-4215,SOC2,PASS,TLS>=1.2 enforced
180.253.91.34,P-4216,SOC2,PASS,MFA enabled
121.97.190.130,P-4217,SOC2,PASS,TLS>=1.2 enforced
36.35.165.159,P-4218,ISO27001,PASS,SSH root disabled
131.251.143.25,P-4219,ISO27001,FAIL,MFA enabled
49.234.254.198,P-4220,SOC2,FAIL,MFA enabled
58.55.253.72,P-4221,SOC2,PASS,SSH root disabled
36.62.119.50,P-4222,SOC2,FAIL,MFA enabled
97.161.213.175,P-4223,ISO27001,FAIL,MFA enabled
166.147.19.253,P-4224,NIST-CSF,PASS,MFA enabled
31.180.64.138,P-4225,NIST-CSF,PASS,TLS>=1.2 enforced
14.94.157.67,P-4226,ISO27001,FAIL,TLS>=1.2 enforced
252.93.186.252,P-4227,NIST-CSF,FAIL,MFA enabled
74.239.254.114,P-4228,ISO27001,FAIL,TLS>=1.2 enforced
218.55.14.48,P-4229,NIST-CSF,FAIL,MFA enabled
203.84.142.53,P-4230,ISO27001,FAIL,SSH root disabled
231.158.32.111,P-4231,ISO27001,FAIL,TLS>=1.2 enforced
208.195.95.207,P-4232,ISO27001,FAIL,MFA enabled
50.113.189.112,P-4233,SOC2,PASS,SSH root disabled
83.79.239.141,P-4234,NIST-CSF,FAIL,MFA enabled
206.43.104.194,P-4235,NIST-CSF,FAIL,MFA enabled
181.93.224.58,P-4236,ISO27001,FAIL,TLS>=1.2 enforced
8.124.181.217,P-4237,SOC2,FAIL,MFA enabled
185.207.123.33,P-4238,ISO27001,PASS,MFA enabled
164.112.40.218,P-4239,NIST-CSF,FAIL,TLS>=1.2 enforced
235.106.198.49,P-4240,SOC2,FAIL,TLS>=1.2 enforced
76.206.84.106,P-4241,ISO27001,PASS,TLS>=1.2 enforced
29.3.84.195,P-4242,ISO27001,FAIL,MFA enabled
167.128.7.9,P-4243,NIST-CSF,PASS,SSH root disabled
35.130.232.212,P-4244,NIST-CSF,PASS,SSH root disabled
174.69.104.115,P-4245,NIST-CSF,FAIL,TLS>=1.2 enforced
73.208.131.23,P-4246,ISO27001,PASS,SSH root disabled
111.199.177.193,P-4247,SOC2,PASS,SSH root disabled
36.216.155.238,P-4248,SOC2,FAIL,TLS>=1.2 enforced
45.170.73.123,P-4249,ISO27001,FAIL,TLS>=1.2 enforced
12.90.99.146,P-4250,SOC2,FAIL,TLS>=1.2 enforced
45.16.59.78,P-4251,ISO27001,PASS,MFA enabled
142.221.169.75,P-4252,SOC2,FAIL,MFA enabled
189.26.48.133,P-4253,NIST-CSF,FAIL,TLS>=1.2 enforced
236.27.145.20,P-4254,SOC2,FAIL,SSH root disabled
240.85.45.205,P-4255,SOC2,PASS,TLS>=1.2 enforced
74.243.199.164,P-4256,NIST-CSF,FAIL,TLS>=1.2 enforced
90.197.200.140,P-4257,ISO27001,PASS,TLS>=1.2 enforced
111.161.145.53,P-4258,ISO27001,PASS,TLS>=1.2 enforced
161.135.57.144,P-4259,ISO27001,FAIL,SSH root disabled
85.55.232.52,P-4260,NIST-CSF,FAIL,SSH root disabled
56.42.214.243,P-4261,SOC2,PASS,SSH root disabled
54.221.164.159,P-4262,ISO27001,PASS,TLS>=1.2 enforced
159.95.73.23,P-4263,ISO27001,PASS,MFA enabled
57.193.197.197,P-4264,NIST-CSF,PASS,TLS>=1.2 enforced
141.83.224.199,P-4265,NIST-CSF,PASS,MFA enabled
45.44.161.123,P-4266,NIST-CSF,PASS,SSH root disabled
175.10.144.164,P-4267,NIST-CSF,PASS,SSH root disabled
62.199.180.227,P-4268,NIST-CSF,FAIL,SSH root disabled
31.247.202.27,P-4269,NIST-CSF,FAIL,TLS>=1.2 enforced
219.132.178.115,P-4270,SOC2,FAIL,MFA enabled
113.136.100.72,P-4271,NIST-CSF,FAIL,SSH root disabled
89.45.191.127,P-4272,ISO27001,FAIL,TLS>=1.2 enforced
26.102.118.117,P-4273,NIST-CSF,FAIL,TLS>=1.2 enforced
158.206.222.208,P-4274,SOC2,PASS,SSH root disabled
15.35.30.164,P-4275,ISO27001,FAIL,TLS>=1.2 enforced
18.235.92.52,P-4276,NIST-CSF,FAIL,MFA enabled
42.12.92.150,P-4277,ISO27001,FAIL,SSH root disabled
230.68.179.210,P-4278,NIST-CSF,FAIL,MFA enabled
160.53.46.106,P-4279,SOC2,FAIL,MFA enabled
99.96.147.5,P-4280,NIST-CSF,FAIL,MFA enabled
242.254.222.145,P-4281,NIST-CSF,PASS,SSH root disabled
67.44.80.230,P-4282,SOC2,FAIL,SSH root disabled
42.12.79.97,P-4283,SOC2,FAIL,MFA enabled
230.232.167.68,P-4284,NIST-CSF,PASS,MFA enabled
38.10.165.57,P-4285,NIST-CSF,FAIL,SSH root disabled
189.229.156.98,P-4286,ISO27001,PASS,MFA enabled
80.153.58.197,P-4287,ISO27001,FAIL,MFA enabled
173.191.117.22,P-4288,ISO27001,FAIL,TLS>=1.2 enforced
116.204.207.230,P-4289,ISO27001,PASS,MFA enabled
9.62.246.166,P-4290,ISO27001,FAIL,MFA enabled
91.204.162.252,P-4291,SOC2,PASS,SSH root disabled
194.149.118.223,P-4292,NIST-CSF,FAIL,SSH root disabled
176.10.119.189,P-4293,ISO27001,PASS,SSH root disabled
246.19.121.55,P-4294,ISO27001,FAIL,SSH root disabled
237.32.30.170,P-4295,SOC2,PASS,SSH root disabled
105.66.239.242,P-4296,SOC2,PASS,SSH root disabled
108.43.42.156,P-4297,ISO27001,PASS,TLS>=1.2 enforced
23.57.200.74,P-4298,ISO27001,PASS,MFA enabled
104.53.224.45,P-4299,ISO27001,PASS,MFA enabled
221.91.146.10,P-4300,NIST-CSF,FAIL,TLS>=1.2 enforced
225.148.62.90,P-4301,NIST-CSF,FAIL,TLS>=1.2 enforced
156.193.38.165,P-4302,ISO27001,FAIL,TLS>=1.2 enforced
44.254.58.186,P-4303,ISO27001,PASS,SSH root disabled
209.208.236.229,P-4304,SOC2,PASS,TLS>=1.2 enforced
73.240.41.159,P-4305,NIST-CSF,FAIL,TLS>=1.2 enforced
230.54.207.174,P-4306,SOC2,FAIL,MFA enabled
107.159.199.71,P-4307,SOC2,FAIL,SSH root disabled
77.29.90.248,P-4308,NIST-CSF,FAIL,MFA enabled
13.30.250.189,P-4309,ISO27001,PASS,MFA enabled
23.198.65.112,P-4310,SOC2,FAIL,TLS>=1.2 enforced
246.233.153.192,P-4311,ISO27001,PASS,TLS>=1.2 enforced
14.36.30.60,P-4312,SOC2,FAIL,MFA enabled
73.195.21.13,P-4313,NIST-CSF,PASS,TLS>=1.2 enforced
120.160.249.96,P-4314,ISO27001,FAIL,MFA enabled
247.2.235.58,P-4315,SOC2,PASS,TLS>=1.2 enforced
39.225.54.125,P-4316,SOC2,PASS,TLS>=1.2 enforced
168.169.51.184,P-4317,NIST-CSF,FAIL,TLS>=1.2 enforced
216.131.201.111,P-4318,ISO27001,PASS,MFA enabled
139.230.61.112,P-4319,SOC2,PASS,MFA enabled
131.25.122.89,P-4320,NIST-CSF,FAIL,MFA enabled
169.236.53.112,P-4321,NIST-CSF,PASS,MFA enabled
245.37.220.111,P-4322,ISO27001,FAIL,SSH root disabled
14.116.108.159,P-4323,SOC2,PASS,TLS>=1.2 enforced
15.224.45.18,P-4324,ISO27001,PASS,SSH root disabled
217.190.139.250,P-4325,NIST-CSF,FAIL,SSH root disabled
230.151.105.139,P-4326,SOC2,PASS,SSH root disabled
96.220.184.120,P-4327,NIST-CSF,FAIL,MFA enabled
184.106.77.65,P-4328,NIST-CSF,PASS,TLS>=1.2 enforced
78.24.25.60,P-4329,SOC2,PASS,TLS>=1.2 enforced
137.74.71.20,P-4330,NIST-CSF,PASS,TLS>=1.2 enforced
207.26.98.150,P-4331,ISO27001,FAIL,MFA enabled
14.101.191.192,P-4332,NIST-CSF,FAIL,SSH root disabled
39.168.237.181,P-4333,SOC2,FAIL,MFA enabled
228.42.12.47,P-4334,SOC2,PASS,TLS>=1.2 enforced
188.107.73.156,P-4335,SOC2,FAIL,TLS>=1.2 enforced
198.104.141.85,P-4336,SOC2,PASS,SSH root disabled
206.17.109.201,P-4337,ISO27001,PASS,TLS>=1.2 enforced
219.25.42.47,P-4338,ISO27001,PASS,TLS>=1.2 enforced
65.64.147.140,P-4339,ISO27001,FAIL,SSH root disabled
148.190.61.87,P-4340,NIST-CSF,PASS,TLS>=1.2 enforced
130.115.185.119,P-4341,ISO27001,PASS,MFA enabled
254.50.102.62,P-4342,NIST-CSF,PASS,TLS>=1.2 enforced
243.16.232.58,P-4343,ISO27001,FAIL,MFA enabled
111.64.40.1,P-4344,ISO27001,PASS,MFA enabled
26.156.252.110,P-4345,ISO27001,FAIL,MFA enabled
66.18.222.208,P-4346,NIST-CSF,FAIL,SSH root disabled
211.57.46.108,P-4347,NIST-CSF,FAIL,MFA enabled
100.208.252.47,P-4348,SOC2,PASS,TLS>=1.2 enforced
42.5.11.44,P-4349,NIST-CSF,FAIL,MFA enabled
93.160.164.61,P-4350,SOC2,FAIL,MFA enabled
174.146.139.70,P-4351,SOC2,FAIL,MFA enabled
123.113.244.108,P-4352,NIST-CSF,FAIL,MFA enabled
63.65.5.106,P-4353,ISO27001,PASS,SSH root disabled
188.158.1.154,P-4354,ISO27001,PASS,TLS>=1.2 enforced
235.210.111.81,P-4355,ISO27001,FAIL,MFA enabled
109.25.158.105,P-4356,SOC2,FAIL,MFA enabled
42.46.100.20,P-4357,NIST-CSF,PASS,SSH root disabled
29.217.37.234,P-4358,ISO27001,FAIL,MFA enabled
35.118.202.2,P-4359,NIST-CSF,PASS,TLS>=1.2 enforced
8.65.6.241,P-4360,NIST-CSF,FAIL,TLS>=1.2 enforced
67.119.228.146,P-4361,NIST-CSF,FAIL,TLS>=1.2 enforced
204.136.21.245,P-4362,SOC2,PASS,SSH root disabled
19.78.142.112,P-4363,NIST-CSF,PASS,SSH root disabled
179.85.157.100,P-4364,SOC2,FAIL,TLS>=1.2 enforced
175.138.252.22,P-4365,SOC2,FAIL,MFA enabled
254.254.185.233,P-4366,ISO27001,PASS,MFA enabled
46.117.26.54,P-4367,ISO27001,PASS,SSH root disabled
2.132.60.177,P-4368,SOC2,PASS,TLS>=1.2 enforced
184.26.29.208,P-4369,SOC2,FAIL,TLS>=1.2 enforced
35.182.122.56,P-4370,NIST-CSF,PASS,SSH root disabled
166.240.161.14,P-4371,NIST-CSF,FAIL,MFA enabled
203.154.188.253,P-4372,ISO27001,PASS,TLS>=1.2 enforced
79.142.142.83,P-4373,SOC2,PASS,MFA enabled
203.246.235.82,P-4374,SOC2,PASS,SSH root disabled
36.107.132.221,P-4375,ISO27001,FAIL,TLS>=1.2 enforced
96.144.228.180,P-4376,ISO27001,FAIL,MFA enabled
46.77.228.28,P-4377,SOC2,PASS,TLS>=1.2 enforced
69.49.133.39,P-4378,SOC2,FAIL,TLS>=1.2 enforced
216.244.90.104,P-4379,NIST-CSF,FAIL,SSH root disabled
41.55.70.13,P-4380,ISO27001,PASS,MFA enabled
10.224.61.247,P-4381,ISO27001,FAIL,SSH root disabled
113.20.163.127,P-4382,ISO27001,PASS,MFA enabled
8.74.200.102,P-4383,NIST-CSF,FAIL,MFA enabled
130.222.85.243,P-4384,NIST-CSF,FAIL,TLS>=1.2 enforced
242.248.28.144,P-4385,ISO27001,FAIL,SSH root disabled
8.231.102.72,P-4386,ISO27001,PASS,SSH root disabled
93.70.101.166,P-4387,NIST-CSF,PASS,MFA enabled
112.143.174.21,P-4388,SOC2,PASS,TLS>=1.2 enforced
195.172.135.180,P-4389,SOC2,FAIL,MFA enabled
247.130.118.111,P-4390,SOC2,FAIL,TLS>=1.2 enforced
40.76.254.165,P-4391,SOC2,PASS,SSH root disabled
218.190.32.74,P-4392,ISO27001,FAIL,SSH root disabled
17.72.123.81,P-4393,NIST-CSF,FAIL,MFA enabled
188.32.41.212,P-4394,NIST-CSF,PASS,SSH root disabled
62.246.58.10,P-4395,NIST-CSF,PASS,MFA enabled
236.22.205.36,P-4396,SOC2,FAIL,TLS>=1.2 enforced
26.119.179.3,P-4397,ISO27001,FAIL,SSH root disabled
242.89.131.91,P-4398,NIST-CSF,FAIL,TLS>=1.2 enforced
18.121.234.56,P-4399,ISO27001,PASS,TLS>=1.2 enforced
230.203.190.254,P-4400,NIST-CSF,FAIL,SSH root disabled
2.86.44.156,P-4401,ISO27001,FAIL,SSH root disabled
246.145.158.228,P-4402,SOC2,PASS,MFA enabled
166.209.42.82,P-4403,NIST-CSF,FAIL,SSH root disabled
235.47.86.183,P-4404,NIST-CSF,FAIL,TLS>=1.2 enforced
97.6.120.102,P-4405,NIST-CSF,PASS,SSH root disabled
56.240.77.123,P-4406,SOC2,PASS,TLS>=1.2 enforced
15.12.193.225,P-4407,NIST-CSF,PASS,TLS>=1.2 enforced
114.247.148.81,P-4408,ISO27001,FAIL,TLS>=1.2 enforced
200.214.61.142,P-4409,NIST-CSF,PASS,SSH root disabled
61.40.52.220,P-4410,ISO27001,PASS,SSH root disabled
47.164.179.179,P-4411,ISO27001,PASS,TLS>=1.2 enforced
124.32.34.128,P-4412,ISO27001,FAIL,MFA enabled
144.224.202.63,P-4413,SOC2,FAIL,SSH root disabled
235.133.64.152,P-4414,NIST-CSF,PASS,MFA enabled
157.209.166.172,P-4415,NIST-CSF,PASS,SSH root disabled
3.176.231.79,P-4416,NIST-CSF,PASS,MFA enabled
192.212.126.88,P-4417,SOC2,PASS,TLS>=1.2 enforced
188.175.61.125,P-4418,NIST-CSF,FAIL,SSH root disabled
42.51.2.230,P-4419,SOC2,FAIL,TLS>=1.2 enforced
83.138.199.171,P-4420,SOC2,PASS,MFA enabled
6.202.114.212,P-4421,SOC2,FAIL,MFA enabled
191.33.126.103,P-4422,ISO27001,FAIL,SSH root disabled
111.120.199.35,P-4423,ISO27001,PASS,TLS>=1.2 enforced
85.65.49.173,P-4424,NIST-CSF,FAIL,TLS>=1.2 enforced
21.184.249.108,P-4425,ISO27001,FAIL,MFA enabled
74.47.219.96,P-4426,ISO27001,FAIL,MFA enabled
163.13.102.149,P-4427,ISO27001,FAIL,MFA enabled
186.47.82.236,P-4428,ISO27001,FAIL,SSH root disabled
64.132.84.20,P-4429,NIST-CSF,FAIL,SSH root disabled
222.52.24.202,P-4430,NIST-CSF,FAIL,MFA enabled
100.47.193.222,P-4431,SOC2,PASS,TLS>=1.2 enforced
53.136.114.141,P-4432,NIST-CSF,FAIL,SSH root disabled
163.149.240.118,P-4433,SOC2,FAIL,SSH root disabled
93.79.2.89,P-4434,NIST-CSF,FAIL,SSH root disabled
90.104.149.41,P-4435,NIST-CSF,PASS,TLS>=1.2 enforced
239.161.218.117,P-4436,ISO27001,PASS,SSH root disabled
162.194.78.125,P-4437,ISO27001,PASS,SSH root disabled
119.192.107.4,P-4438,ISO27001,FAIL,MFA enabled
3.160.32.9,P-4439,ISO27001,FAIL,MFA enabled
130.38.26.251,P-4440,NIST-CSF,PASS,MFA enabled
25.236.30.83,P-4441,NIST-CSF,PASS,TLS>=1.2 enforced
170.244.84.97,P-4442,SOC2,FAIL,SSH root disabled
41.187.124.130,P-4443,ISO27001,FAIL,SSH root disabled
21.128.153.231,P-4444,ISO27001,PASS,TLS>=1.2 enforced
100.113.116.10,P-4445,ISO27001,PASS,TLS>=1.2 enforced
66.251.202.163,P-4446,SOC2,FAIL,SSH root disabled
159.186.28.111,P-4447,SOC2,PASS,SSH root disabled
166.236.46.205,P-4448,ISO27001,FAIL,MFA enabled
126.84.102.189,P-4449,NIST-CSF,FAIL,MFA enabled
6.85.87.164,P-4450,NIST-CSF,PASS,SSH root disabled
141.191.222.82,P-4451,ISO27001,PASS,MFA enabled
60.254.210.231,P-4452,ISO27001,PASS,TLS>=1.2 enforced
185.180.46.221,P-4453,ISO27001,PASS,MFA enabled
80.77.141.222,P-4454,SOC2,FAIL,SSH root disabled
237.204.33.124,P-4455,SOC2,PASS,TLS>=1.2 enforced
98.77.190.74,P-4456,SOC2,FAIL,MFA enabled
20.209.248.38,P-4457,ISO27001,PASS,MFA enabled
230.93.231.146,P-4458,ISO27001,PASS,SSH root disabled
13.113.50.138,P-4459,NIST-CSF,PASS,SSH root disabled
125.15.123.33,P-4460,ISO27001,PASS,MFA enabled
206.101.252.69,P-4461,NIST-CSF,PASS,TLS>=1.2 enforced
10.44.193.26,P-4462,SOC2,FAIL,SSH root disabled
178.101.85.10,P-4463,NIST-CSF,PASS,SSH root disabled
18.11.35.49,P-4464,SOC2,FAIL,MFA enabled
125.132.84.69,P-4465,ISO27001,FAIL,MFA enabled
62.175.194.36,P-4466,SOC2,FAIL,SSH root disabled
149.213.196.92,P-4467,SOC2,FAIL,SSH root disabled
88.153.216.7,P-4468,SOC2,FAIL,TLS>=1.2 enforced
244.138.4.4,P-4469,NIST-CSF,PASS,MFA enabled
84.176.186.72,P-4470,NIST-CSF,FAIL,SSH root disabled
65.218.143.240,P-4471,SOC2,PASS,TLS>=1.2 enforced
161.208.131.70,P-4472,SOC2,PASS,SSH root disabled
143.81.2.94,P-4473,NIST-CSF,FAIL,SSH root disabled
116.197.180.91,P-4474,ISO27001,PASS,TLS>=1.2 enforced
108.176.108.227,P-4475,NIST-CSF,PASS,MFA enabled
138.41.88.170,P-4476,ISO27001,PASS,TLS>=1.2 enforced
69.47.72.111,P-4477,ISO27001,FAIL,MFA enabled
70.120.50.113,P-4478,SOC2,PASS,SSH root disabled
10.60.146.104,P-4479,ISO27001,PASS,MFA enabled
248.80.226.87,P-4480,SOC2,FAIL,SSH root disabled
88.43.32.246,P-4481,NIST-CSF,PASS,MFA enabled
133.231.183.230,P-4482,SOC2,PASS,SSH root disabled
94.54.215.135,P-4483,NIST-CSF,PASS,MFA enabled
30.13.241.63,P-4484,ISO27001,FAIL,MFA enabled
143.182.66.124,P-4485,SOC2,FAIL,MFA enabled
155.17.159.68,P-4486,NIST-CSF,PASS,TLS>=1.2 enforced
173.23.116.244,P-4487,NIST-CSF,PASS,TLS>=1.2 enforced
210.223.109.166,P-4488,ISO27001,FAIL,MFA enabled
97.28.93.78,P-4489,SOC2,PASS,MFA enabled
227.164.67.199,P-4490,NIST-CSF,PASS,MFA enabled
132.4.84.28,P-4491,ISO27001,PASS,MFA enabled
115.188.16.23,P-4492,NIST-CSF,FAIL,SSH root disabled
115.172.148.35,P-4493,ISO27001,FAIL,TLS>=1.2 enforced
216.43.141.45,P-4494,ISO27001,PASS,MFA enabled
243.57.233.246,P-4495,ISO27001,PASS,SSH root disabled
110.185.103.52,P-4496,SOC2,FAIL,SSH root disabled
166.178.150.150,P-4497,NIST-CSF,PASS,MFA enabled
110.32.42.248,P-4498,ISO27001,FAIL,SSH root disabled
